founded_year,country,region,industry,funding_round,funding_amount_usd,lead_investor,co_investors,employee_count,estimated_revenue_usd,estimated_valuation_usd,exited,exit_type,tags,funding_year,funding_month
2017,199,5,6,4,620687000,4,111,284,207970613.12315437,2521914270.467824,False,2,1524,2025,4
2020,40,0,2,1,67428000,2,44,865,7599825.613162073,585237408.0552251,False,2,7192,2016,7
2014,102,5,6,5,451476000,1,247,621,57452884.76594191,1886473780.381269,False,2,12696,2025,3
2020,38,3,5,3,648450000,0,88,320,37788945.393242165,6039916488.913244,False,2,3829,2023,7
2011,241,4,4,1,548767000,0,241,282,95114957.5808852,3530450799.252675,False,2,6537,2021,3
2016,113,2,0,4,150812000,2,198,360,51749505.223654605,1302704167.2055235,False,2,3317,2023,8
2006,93,1,5,4,586327000,3,222,232,187761012.1523672,4292085666.2134585,False,2,11630,2017,8
2005,89,2,4,5,1304017000,5,111,260,168110057.88652167,12147303779.913826,False,2,11906,2024,4
2016,227,2,2,3,58398000,1,202,600,16556590.268898215,138737748.2218373,True,2,6011,2020,2
2008,145,2,3,3,108279000,1,49,673,13516198.598492784,855866335.6242477,False,2,7237,2015,7
2006,185,3,6,5,543314000,6,222,28,87151422.77982874,2778706057.98082,False,2,18576,2017,11
2006,147,3,1,0,192736000,2,37,745,34675554.22260692,933879493.4447076,False,2,11480,2017,1
2010,231,5,0,3,151227000,0,142,266,46106403.54218049,878387393.3869059,False,2,11416,2022,12
2012,63,0,4,5,1409867000,1,81,382,491552983.7033533,13386176672.74063,False,2,12167,2022,7
2023,188,3,0,2,172096000,3,35,544,11019721.765178084,705268743.7425816,False,2,4346,2022,8
2011,206,0,6,0,955835000,4,37,885,303750091.2508951,2304906739.4537477,False,2,13079,2022,12
2010,173,0,1,1,7393361000,4,124,592,1481701636.084469,60383779772.78732,False,2,2034,2022,9
2018,140,2,6,1,398050000,5,222,384,38996645.59695404,1035368752.1595094,False,2,5683,2019,10
2012,100,1,1,6,425710000,1,0,394,153162402.88246316,2332302770.5360065,False,2,3653,2023,3
2014,22,2,1,4,3103002000,5,179,139,499213800.8752567,26539413039.58142,False,2,14286,2024,1
2012,97,1,1,0,887043000,3,30,175,152984147.53374502,5962565851.452445,True,2,16739,2017,6
2022,28,3,3,4,1289558000,0,33,51,273951449.46558416,3523919162.5195813,False,2,13265,2018,12
2009,242,1,1,5,407633000,0,179,105,54341481.03157287,2582439671.061458,False,2,9446,2024,7
2008,140,3,1,4,875665000,1,74,110,387766901.91772175,6880799641.262628,False,2,17494,2021,4
2016,209,5,6,3,818943000,0,170,340,296067920.95917463,7201428675.838859,False,2,10397,2017,8
2008,215,3,1,4,1452590000,0,33,928,235828863.8449442,8592650463.507116,False,2,13502,2016,12
2019,54,4,3,5,709688000,2,74,299,93152869.9897272,4643887318.243476,False,2,15509,2016,7
2005,70,1,1,5,555963000,1,173,276,256838079.1763732,1262907664.739972,False,2,14580,2017,9
2010,55,4,6,3,134704000,4,93,708,62769139.29590007,1315851438.8540456,False,2,10595,2018,4
2006,143,1,3,4,1409109000,5,99,696,669213933.6936638,8163974164.959857,False,2,14417,2019,2
2020,104,4,6,4,456412000,0,229,14,88359178.33725534,3939439755.104471,False,2,11460,2017,7
2021,102,5,1,4,457134000,4,245,356,30469551.639614403,3094869877.0401187,False,2,3826,2022,5
2010,156,3,5,4,274321000,4,0,771,23215495.650856823,2076695066.3013372,False,2,15073,2021,11
2021,210,1,0,4,314869000,4,0,472,63900690.48500925,2455390708.6759167,False,2,2861,2016,10
2020,187,5,1,1,360210000,4,25,564,105459071.2919341,2999031129.653145,True,1,6083,2018,9
2015,108,0,5,1,272746000,3,62,787,52759611.57411966,1911166954.861508,False,2,11524,2019,3
2012,51,4,2,3,593478000,6,198,384,91889245.42102668,1302806616.2928886,False,2,4495,2015,10
2009,185,5,1,5,1177135000,0,204,194,519757477.068217,2554565743.530964,True,0,12681,2021,1
2008,118,2,3,6,484325000,2,190,470,228882533.3870163,4063615525.3286433,False,2,11958,2023,6
2006,190,3,6,6,1428347000,4,91,179,712845636.8400824,6864199355.720031,False,2,3265,2023,2
2021,114,2,6,0,250442000,6,37,409,66603554.54506819,1758113785.7546804,False,2,12330,2023,10
2021,129,0,5,5,2085006000,2,235,959,923980211.3135406,20584571502.250763,False,2,7872,2025,2
2016,192,5,4,0,271020000,6,185,557,64939278.64070921,2141236443.012971,False,2,2993,2016,4
2023,48,3,1,5,2188491000,6,101,900,344577285.533828,6311154818.568313,False,2,5364,2023,12
2005,88,2,4,1,100821000,0,37,770,18484386.45562202,390062536.5488238,False,2,11773,2023,12
2014,36,1,5,4,161052000,1,25,890,11103236.56979191,345133063.4934861,False,2,10865,2015,7
2012,220,3,5,5,425852000,6,235,50,94942422.10581014,3167137237.0352736,False,2,16640,2024,5
2013,228,1,0,6,572425000,2,87,935,84841541.7925217,5495102245.781662,False,2,9126,2019,1
2014,10,2,4,0,1306359000,0,111,754,620689580.958863,7497471366.678948,False,2,1537,2016,11
2010,16,3,5,3,349624000,1,241,42,113989704.593632,1166440610.9479656,False,2,8698,2016,6
2023,94,3,2,2,531308000,6,204,981,171868339.45607358,3241780059.2892733,False,2,5510,2017,9
2018,89,3,0,3,760473000,1,111,681,116961823.6768976,2594904416.6665998,False,2,17695,2018,12
2022,51,5,3,2,222915000,1,142,630,89347232.81630976,1070215377.1772132,False,2,1345,2016,1
2008,3,2,2,4,240139000,1,185,843,18257577.12826585,2342032691.9950747,False,2,12069,2023,2
2021,118,4,3,2,2110752000,2,191,217,766644710.2192252,6820192736.789294,False,2,11594,2016,11
2011,209,3,5,5,236140000,6,223,766,98499875.360878,896275173.0680724,False,2,13079,2021,8
2006,228,4,3,1,553056000,2,186,590,175220844.87171584,3672673262.095588,False,2,16358,2021,2
2018,217,0,3,3,83507000,0,36,66,7613256.098758442,753206994.0454013,False,2,2948,2019,11
2021,17,4,2,5,225468000,1,4,392,101446313.43235436,2174686656.022928,False,2,12243,2016,2
2022,62,1,4,5,288811000,2,71,307,126486922.67152344,2447999176.4589343,False,2,383,2024,9
2008,63,4,3,4,912916000,4,187,217,81381022.21007821,4808899787.7092,False,2,8276,2022,6
2010,44,1,4,4,4037858000,1,0,187,879081389.4668386,16466507150.295223,False,2,6182,2017,2
2022,196,4,2,5,426582000,1,111,745,36886885.59344233,1604573525.2332354,False,2,13968,2023,5
2014,229,3,3,6,3185162000,1,155,633,1138588532.5789866,8310236965.406748,False,2,9500,2018,8
2015,173,2,4,1,434493000,3,222,759,115689826.68407428,2928162284.640542,False,2,14015,2017,6
2019,221,2,2,5,1635130000,4,17,85,688563764.5159352,7819966160.936903,False,2,5817,2020,2
2007,31,5,3,6,936665000,2,228,594,159385465.60520846,8457185649.354834,False,2,477,2020,11
2022,65,3,6,5,3373219000,3,167,914,1379112623.230505,24515255914.037277,False,2,4541,2022,9
2017,182,0,0,1,1090918000,3,246,145,396943777.4095992,8117658483.577627,False,2,9431,2020,5
2020,134,0,3,3,772975000,4,0,272,253825758.53414696,6200599155.696542,False,2,10897,2023,1
2021,176,0,6,4,368122000,4,0,666,73920180.29041274,2925857970.580634,False,2,17860,2018,8
2017,160,5,6,3,519897000,6,185,259,63605214.45412228,4441862815.507424,False,2,6652,2017,2
2016,73,2,5,4,456626000,5,185,905,24143479.776356883,1961804596.7930217,True,1,2236,2015,11
2011,156,1,4,2,1805408000,5,77,426,591482557.2329104,17782347002.401077,False,2,12901,2018,12
2020,59,1,0,2,99127000,2,13,46,33237537.499019828,626471045.8807489,True,2,3819,2019,10
2023,236,1,3,2,1005383000,3,178,654,403088636.310959,2871218124.846112,True,2,2354,2022,9
2020,182,1,4,6,582056000,5,74,598,281334673.209168,2756021963.806508,False,2,9215,2018,7
2010,0,5,1,3,2508508000,4,189,389,839547085.9557443,23721015671.173782,False,2,493,2020,8
2021,45,3,1,4,270742000,3,16,925,50204665.11904172,2075339420.9920063,False,2,6019,2022,5
2008,159,4,6,5,547709000,5,78,536,43985288.76093677,3646298004.581492,False,2,6517,2023,11
2012,73,2,5,5,1647140000,1,110,102,116261590.1082741,14778625079.0866,False,2,12616,2021,9
2022,11,2,2,3,82826000,6,79,537,40424888.81248919,807638217.9351416,True,1,11015,2020,11
2008,221,1,6,5,239231000,1,99,435,93591578.1813832,525517620.8908444,False,2,11653,2023,7
2022,149,3,6,3,669933000,5,160,593,40166233.76091408,3074243319.564077,False,2,3691,2015,9
2010,126,4,4,4,2475806000,2,99,630,885058356.9285903,13783360766.910334,False,2,4853,2020,2
2005,167,4,5,2,411545000,5,7,271,71251608.86869968,4105982819.339242,False,2,8547,2019,4
2017,81,2,0,5,89966000,1,189,657,11122561.31379837,751978686.9026892,False,2,7368,2018,10
2014,67,1,3,5,39392000,5,246,175,14266088.607092978,148356452.69579878,False,2,6881,2016,7
2013,16,2,2,5,578492000,4,137,756,199307875.61736512,2421611602.337985,False,2,6693,2018,7
2022,209,3,2,3,237878000,2,136,988,113679185.1074514,763222793.4484559,False,2,8692,2018,1
2021,31,4,0,2,904576000,1,25,981,216082665.84609383,6429913981.073503,False,2,13367,2016,8
2015,1,2,1,4,396688000,5,148,121,90808816.94257922,1663599041.5143137,False,2,10982,2016,7
2016,175,3,0,1,420776000,2,118,97,190335768.9372812,1615627033.9874215,False,2,2103,2021,11
2015,99,0,4,6,578199000,1,222,701,84357567.0431696,1300411564.7179327,False,2,12651,2015,9
2012,157,0,4,3,111670000,2,74,635,49018798.59181652,646086802.2419695,False,2,2603,2025,2
2020,165,3,3,5,2165455000,5,74,495,1051733434.7502832,7544887244.855218,False,2,12896,2015,10
2010,94,3,2,3,644995000,2,116,820,256008080.83378565,5649037665.754016,False,2,6352,2024,11
2017,238,5,5,2,731190000,0,212,707,286963409.3719251,5125468295.789397,True,2,16104,2024,10
2015,190,0,0,6,549175000,3,52,484,224306015.04732877,3213870299.1352377,False,2,14037,2020,2
2011,182,2,1,5,965020000,1,56,186,99193136.83062048,2896494345.5304418,False,2,3359,2023,5
2022,34,2,5,3,210232000,3,131,182,29482121.454649337,1247255238.0043662,False,2,10800,2016,8
2015,227,2,2,3,3207603000,2,21,709,253060700.63505512,21349071717.55865,False,2,18160,2019,12
2019,23,5,2,3,1115382000,1,197,22,211546564.1106421,6292718882.58526,False,2,11138,2021,12
2014,238,0,2,5,215801000,4,151,630,11918525.859718611,556674886.6636288,False,2,4815,2018,9
2023,213,2,5,6,268999000,0,37,235,86082167.34059507,1165653536.081791,False,2,17967,2023,9
2019,126,0,1,4,30753000,4,124,876,11155400.074822305,273116752.6460769,True,2,11757,2020,11
2011,55,1,6,2,152715000,0,186,28,24269507.068850648,1510855423.4463382,False,2,3298,2017,2
2009,195,4,1,6,419793000,4,124,757,47908034.148564726,2515024036.8144407,False,2,3901,2020,11
2005,100,4,1,3,2312265000,1,173,959,697938478.4052912,4805272308.061749,False,2,3910,2021,12
2023,234,2,0,4,1161356000,5,56,554,228679809.59365425,7132692186.517559,False,2,13415,2022,10
2016,215,2,2,2,337090000,0,185,836,21891096.174116798,886084204.8478875,False,2,15211,2021,7
2022,9,4,1,6,208943000,2,38,786,47767603.04472554,639726222.3761532,False,2,9243,2021,4
2011,182,2,0,4,3196143000,3,222,756,1311262458.4127707,11509956416.73072,False,2,8421,2018,2
2012,201,3,5,5,895312000,5,231,666,112242724.5593895,2539590738.1237803,False,2,15935,2019,6
2009,201,0,3,4,2062215000,5,68,639,132422589.74322511,19569797499.099445,False,2,234,2016,6
2010,98,4,2,3,1223342000,6,223,240,89777494.3381418,7744208331.359057,True,1,8205,2025,3
2020,3,0,6,5,953644000,0,13,59,354125323.2379237,8023793408.408068,False,2,2186,2016,6
2013,30,2,5,1,682033000,2,135,255,138283954.92674643,5809966934.430999,False,2,7894,2020,5
2008,212,3,1,0,1884425000,4,229,960,477783197.48652905,13471041186.165691,False,2,6019,2022,7
2008,146,0,6,4,549827000,3,31,225,157735028.13453415,4317635375.825351,False,2,11697,2019,5
2005,164,1,5,3,216088000,0,87,11,95576285.30199906,811132096.8018006,False,2,9008,2024,3
2010,231,2,3,5,259815000,1,8,662,127085744.1482914,1219874641.112081,False,2,4495,2020,12
2012,121,0,0,5,786320000,2,93,752,272395794.114332,4706570046.091458,False,2,14062,2019,1
2019,179,3,2,4,235374000,4,185,193,70591863.19727731,1824999194.8724463,False,2,13470,2022,2
2007,142,3,4,4,461300000,2,192,466,64487019.67612659,3432914305.8684373,True,2,3591,2018,5
2007,56,5,0,5,504859000,3,252,159,41645457.45146798,1133519532.8889685,False,2,16608,2015,8
2021,94,5,3,1,333329000,3,74,34,146905632.67987153,2605750310.8490696,False,2,7040,2021,12
2020,77,3,0,5,70584000,1,37,228,27119638.69157076,381432172.1494636,False,2,493,2020,9
2020,9,4,6,5,114882000,0,216,962,56802520.73150661,266626593.0227905,False,2,844,2020,9
2007,69,0,3,0,88361000,5,0,744,38893346.51299406,585780702.2149221,False,2,7778,2021,7
2010,225,3,1,4,2820206000,6,74,655,758638300.8788179,25346279652.618614,False,2,11599,2023,4
2010,43,3,6,4,267060000,6,185,616,121596647.911281,1435118325.8466,False,2,14181,2020,10
2018,221,5,6,6,906689000,1,141,221,417587864.26323336,3341418715.8988705,False,2,14853,2019,4
2005,13,5,3,0,78117000,5,185,140,25804776.273702864,550918717.7037394,False,2,1609,2025,3
2015,51,4,5,5,222322000,6,198,571,82730737.00912309,2061427424.475413,False,2,1802,2023,3
2016,105,1,4,3,683775000,5,111,264,89477017.99548738,2666959495.998595,False,2,9902,2023,4
2023,203,1,1,2,430151000,1,130,847,69363562.24852045,3856733526.258176,False,2,10065,2019,6
2006,136,5,5,4,1607197000,0,74,344,402421821.4660336,9833697254.26989,False,2,15488,2018,12
2017,30,4,2,4,1565385000,1,206,516,193459267.77892765,8028315370.012932,False,2,1496,2018,6
2023,186,3,3,3,65272000,1,124,346,31737566.496561,265335083.354144,True,2,6517,2020,10
2013,18,4,6,4,106495000,2,127,574,42391709.233997546,324489123.9856053,False,2,11142,2021,4
2007,112,0,5,4,1586292000,6,10,435,771603314.3578806,8931325753.444286,False,2,14581,2018,7
2014,20,1,2,4,481424000,2,204,453,97079837.744615,4155202764.2933545,True,1,11437,2017,4
2007,100,4,1,1,107873000,5,74,854,26310158.42798649,430382437.8147632,False,2,13739,2019,10
2014,70,2,6,1,2305564000,3,209,561,288584814.2064855,7702782646.26047,False,2,6235,2017,6
2017,59,3,1,4,1127196000,1,0,292,74960948.58920185,8894947246.191439,False,2,1132,2023,6
2017,113,5,2,5,310581000,6,75,21,133511535.995086,2622968734.187044,False,2,8275,2017,12
2020,222,3,0,2,4344507000,3,174,42,1361609610.1210082,38866699248.710526,False,2,14878,2020,12
2005,23,0,1,3,332719000,6,136,284,57023819.447444566,817389053.369446,False,2,15311,2022,4
2012,18,1,2,6,356473000,6,0,749,103030067.81980036,3383943127.5956945,False,2,15950,2015,12
2018,77,0,0,3,990440000,5,111,670,190432143.67592776,5999965151.338652,True,2,5060,2024,3
2009,81,2,5,2,404826000,5,37,71,27814698.40707032,1290077477.3814287,False,2,4664,2018,11
2009,60,5,3,5,1212216000,4,56,765,308670117.9766744,7424542043.041796,False,2,4033,2024,5
2010,58,4,5,0,647670000,5,198,629,174858569.08574978,4750603789.479083,False,2,6972,2015,10
2007,186,5,5,4,1497041000,5,181,190,210834352.21881583,11059329707.33734,False,2,12324,2023,6
2006,194,2,5,0,140942000,1,142,689,68562704.6211029,387760437.4783377,False,2,1992,2019,4
2020,148,5,2,6,222761000,3,149,624,98162756.52732436,761218513.9767131,False,2,14971,2025,2
2008,102,2,6,6,3632510000,0,185,552,1313812313.9744792,31620717366.39725,False,2,6517,2021,8
2021,142,5,3,3,522020000,4,44,474,142891826.63845566,3624268930.638701,False,2,8588,2021,12
2019,214,5,6,2,660966000,5,111,799,291490793.3869322,4339161134.375046,False,2,16367,2016,3
2019,25,4,4,4,1492672000,6,148,94,219503117.4859124,10853343140.984966,False,2,2677,2016,3
2019,5,5,2,2,1632680000,6,253,628,371008542.0205441,11771400455.648829,False,2,6523,2023,11
2023,35,5,5,2,617170000,2,111,789,308422176.110247,1472380192.188555,False,2,18100,2019,1
2010,1,4,4,0,192971000,0,82,471,94503375.77651732,1014113488.7092243,False,2,5295,2016,5
2023,65,5,6,4,630011000,4,185,616,192252466.7202122,4981870998.1571,True,2,9118,2021,4
2010,55,1,3,5,703704000,0,74,35,313381911.5475017,3682569287.256948,False,2,13749,2023,10
2018,58,1,4,5,1637068000,5,240,588,676977833.2168515,13257436808.14788,False,2,12843,2019,10
2006,0,4,5,3,114649000,1,75,778,46893291.66259711,628811531.6799036,False,2,18142,2016,8
2009,206,4,1,6,375097000,1,177,714,110661152.23001936,767474450.2149112,False,2,2430,2017,9
2021,35,4,6,5,507948000,5,60,870,99590125.40678212,2505043229.7188544,False,2,4276,2020,6
2020,201,1,0,3,2556004000,1,0,123,574720427.485734,14286909553.58143,True,2,7532,2019,8
2018,238,2,3,3,174267000,5,114,708,27341596.37478439,868897759.7749617,False,2,17975,2022,6
2021,169,3,2,5,2693135000,0,47,743,885423759.8502713,15372286253.206837,False,2,4000,2018,10
2015,87,0,1,4,1343514000,4,222,141,296787080.702273,11966234758.966728,False,2,6476,2017,8
2006,84,3,2,4,28301000,6,198,21,1741613.2469745714,133863238.1571828,False,2,13769,2018,2
2005,112,0,6,4,5498780000,2,185,622,1215714429.100283,28541869849.122063,False,2,18311,2022,9
2006,173,0,6,2,1362494000,3,155,223,440844868.67523015,11062178836.412643,False,2,2949,2024,5
2011,102,4,6,4,6476739000,2,204,196,2693310348.1738496,50162243876.76888,False,2,6831,2018,2
2008,174,3,1,0,1019499000,3,24,732,162678431.04475823,9599884331.08232,False,2,1553,2023,4
2006,29,5,5,4,602782000,0,149,107,46486744.124084935,5711653736.879052,False,2,842,2023,4
2015,133,1,4,3,193037000,5,93,689,51857902.05012284,782613026.4245095,True,1,17093,2016,3
2022,22,3,3,3,324895000,1,46,967,57893951.66731352,1448485785.237807,False,2,9268,2021,7
2014,123,3,2,4,539223000,0,0,484,102500072.15789898,3711294109.1061063,False,2,3131,2015,7
2006,119,4,6,3,2045602000,6,221,633,761511763.1715409,8552645609.188145,False,2,7397,2024,8
2023,29,1,3,5,150131000,6,19,319,19744809.847745992,1118317236.2689347,False,2,12657,2015,7
2013,179,0,6,3,345554000,6,81,466,45491236.059826605,2142886463.0374985,False,2,12080,2023,6
2016,134,2,6,6,228318000,1,198,132,69703316.1125544,925259213.1930238,False,2,2992,2018,1
2014,87,3,6,3,628920000,4,185,251,303967786.6684884,3690732225.080761,False,2,15559,2018,3
2023,65,2,5,0,565975000,5,216,243,39355433.72712783,3998732798.414614,False,2,9559,2020,1
2008,131,3,0,4,1983859000,5,74,457,948545487.3800404,13515822191.229445,False,2,2519,2016,10
2020,25,5,1,2,466842000,3,185,926,71256847.60328259,1725615497.2194908,False,2,4346,2019,11
2019,237,3,2,3,462615000,5,124,699,150322786.57078567,2446413484.47703,False,2,10225,2025,1
2007,18,3,3,4,112617000,5,87,874,45186048.87759809,472816650.44259554,False,2,5267,2020,5
2008,64,0,5,1,206448000,4,212,730,86744586.37283035,1112735319.9142382,False,2,15811,2025,6
2009,161,1,0,3,210904000,1,118,895,69753692.15521458,1184044884.131173,False,2,68,2016,2
2009,132,5,6,5,601327000,3,111,659,188800928.30116323,2010905836.004764,False,2,9950,2017,7
2018,110,3,5,4,888380000,1,111,436,131065286.62208948,2457007174.66401,False,2,7531,2015,12
2023,74,0,3,0,697445000,5,229,117,42291226.14028919,4976808505.013229,False,2,3818,2022,7
2013,35,2,0,2,1277310000,5,111,485,197186255.40295345,6549085101.040584,False,2,10725,2024,6
2023,31,0,0,1,5033244000,1,78,466,1598127201.2480075,30069278494.014088,False,2,9878,2019,9
2014,67,0,4,1,182765000,5,73,268,44355206.179846,1414744045.1241326,True,0,8689,2019,12
2005,131,0,6,2,2684563000,5,74,804,970727962.2685117,26657839313.769024,False,2,10158,2021,5
2013,124,4,1,2,827266000,3,245,380,143425009.09201896,2180139549.648344,False,2,7931,2021,10
2015,175,4,4,4,2653092000,2,74,509,234921247.5322319,24285149248.355,False,2,16037,2016,2
2023,204,5,5,3,233316000,6,75,55,35462954.31389637,1129242544.7318742,False,2,13529,2023,3
2017,183,2,2,2,144895000,2,1,951,11771375.46261284,891463347.2292306,False,2,11463,2018,5
2022,75,5,2,0,572155000,4,231,278,255201492.6546768,4123531928.697579,False,2,17790,2021,12
2017,52,2,5,5,79899000,3,257,534,23157207.384449314,367109540.3213232,False,2,14083,2017,6
2005,114,4,3,3,1707321000,5,222,458,849157803.7527683,12454417579.622648,False,2,17630,2016,1
2007,112,4,0,5,116937000,2,185,655,35198333.76464937,917394629.7267736,True,1,8885,2022,4
2017,157,5,5,6,203717000,5,0,714,61733089.19809007,1968110400.6686604,False,2,12179,2024,12
2018,31,5,1,5,416089000,1,112,285,53628181.69219532,3129005560.13344,False,2,16599,2019,5
